age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,sex_Male,workclass_Private,marital-status_Non-Married,occupation_Other,relationship_Non-Husband,race_White,native-country_US
0.4383561643835617,0.17328432102744382,1.0,0.0,0.578974358974359,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.1232876712328767,0.11690572466260592,0.5333333333333333,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2876712328767123,0.013475450061886048,0.5333333333333333,0.0,0.0,0.7551020408163265,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.2191780821917808,0.12130207162531449,1.0,0.0,0.5069230769230769,0.9081632653061223,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.4520547945205479,0.08518066121924994,0.4,0.0,0.0,0.39795918367346933,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3150684931506849,0.062039747905759876,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.726027397260274,0.11132311559013831,0.6,0.06514065140651407,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.5890410958904109,0.05552004593380225,0.5333333333333333,0.0,0.0,0.44897959183673464,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.3972602739726027,0.1215749389941689,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.41095890410958896,0.12090191129034443,0.2,0.0,0.0,0.5510204081632653,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.2328767123287671,0.16010205104177103,0.6,0.0,0.0,0.336734693877551,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.27397260273972607,0.13863896735612508,0.4,0.0,0.0,0.2959183673469387,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0684931506849315,0.15995241409756056,0.6,0.0,0.0,0.19387755102040813,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0136986301369863,0.034941919198758484,0.5333333333333333,0.0,0.0,0.14285714285714282,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6575342465753424,0.11328735439174274,0.5333333333333333,0.00991009910099101,0.0,0.19387755102040813,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.41095890410958896,0.01051588859969612,1.0,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27397260273972607,0.037515539221129546,0.5333333333333333,0.0,0.0,0.6020408163265305,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0958904109589041,0.12742025908181145,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.547945205479452,0.11617514428793126,0.6,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.5616438356164384,0.06733865616544836,0.9333333333333333,0.27828278282782826,0.0,0.39795918367346933,1.0,0.0,1.0,0.0,1.0,1.0,1.0
0.2191780821917808,0.09001779393164638,0.6,0.0,0.4461538461538462,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.41095890410958896,0.057227667532439394,0.8666666666666667,0.07688076880768807,0.0,0.39795918367346933,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.3150684931506849,0.10844209659640275,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.32876712328767127,0.1971097725789284,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.2328767123287671,0.11616905047572361,0.6,0.0,0.0,0.44897959183673464,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0547945205479452,0.011203812288917116,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.2328767123287671,0.09685098868717618,0.2,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.4931506849315069,0.10204156250761727,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5753424657534245,0.09004284627072234,0.9333333333333333,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.4383561643835617,0.07460789703894893,0.7333333333333334,0.0,0.0,0.346938775510204,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6301369863013697,0.10782526738293786,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.27397260273972607,0.1520453542129909,0.26666666666666666,0.0,0.0,0.2959183673469387,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1506849315068493,0.06544280347861885,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.1917808219178082,0.03399805539681551,0.8,0.0,0.0,0.39795918367346933,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.1780821917808219,0.18585720979234993,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1780821917808219,0.07288876490614175,0.8,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4931506849315069,0.03736996481839085,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.4383561643835617,0.11423798909613869,0.5333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.2328767123287671,0.10562878662719681,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.2054794520547945,0.10881449623131569,0.5333333333333333,0.0,0.0,0.37755102040816324,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.4246575342465753,0.15398724903650057,0.4,0.0,0.0,0.346938775510204,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.4520547945205479,0.02360742849249919,0.5333333333333333,0.07688076880768807,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.3698630136986301,0.06894877676876285,0.8666666666666667,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.1780821917808219,0.14418704482608258,0.8666666666666667,0.0,0.48384615384615387,0.44897959183673464,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6986301369863013,0.040815677076703485,0.5333333333333333,0.0,0.0,0.2346938775510204,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2465753424657534,0.15799020656669202,0.5333333333333333,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.4931506849315069,0.09732292058814766,0.7333333333333334,0.0,0.0,0.39795918367346933,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.5205479452054793,0.07686463882652135,0.5333333333333333,0.0,0.0,0.6020408163265305,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.4246575342465753,0.13058701015906202,0.5333333333333333,0.0,0.0,0.43877551020408156,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.1917808219178082,0.014469418541980947,0.7333333333333334,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0273972602739726,0.18312108811110778,0.5333333333333333,0.0,0.0,0.346938775510204,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1643835616438356,0.10029263840401705,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3150684931506849,0.13188702343003084,0.8,0.0,0.0,0.346938775510204,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.3835616438356165,0.12743312379647206,0.6666666666666666,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.1095890410958904,0.013621701554870039,0.5333333333333333,0.0,0.0,0.44897959183673464,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1232876712328767,0.166073987005284,0.6,0.021740217402174022,0.0,0.7551020408163265,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.3424657534246575,0.12324125808784299,0.4,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0821917808219178,0.1129704761569441,0.5333333333333333,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1780821917808219,0.11285469372499844,0.8,0.0,0.0,0.37755102040816324,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.3150684931506849,0.1847630319559512,0.2,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6027397260273972,0.10082212297583872,0.8,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.3698630136986301,0.11552039802072979,0.8,0.05013050130501305,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.1232876712328767,0.19840166076695365,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5342465753424657,0.08093462829099714,0.5333333333333333,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.1506849315068493,0.12042930229912764,0.8,0.0,0.0,0.44897959183673464,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.41095890410958896,0.02287075430561687,0.7333333333333334,0.0,0.0,0.39795918367346933,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.2054794520547945,0.09888564487429143,0.7333333333333334,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.5616438356164384,0.013470033339923679,0.6,0.0,0.0,0.24489795918367346,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.4246575342465753,0.07747875967900505,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,0.0,1.0,1.0
