age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,sex_Male,workclass_Private,marital-status_Non-Married,occupation_Other,relationship_Non-Husband,race_White,native-country_US
0.00020336293,0.00013346151,0.000513681,0.0010937598,0.00022047176,0.00025603766,3.9323037e-05,3.0621482e-06,-0.00026782905,-6.083349e-05,3.7636528e-05,7.0449473e-06,4.0570994e-06
0.0039689867,0.0024994377,0.009706107,0.020543756,0.0040435866,0.0048694424,0.0006722412,-6.303921e-05,-0.005035033,-0.0008889015,0.0006909647,8.6125045e-05,0.00022892296
0.6696253,0.60497636,2.0703635,4.500981,0.9340417,0.97654724,0.101381324,0.19177818,-0.9819124,-0.36716083,0.22664045,0.06543033,0.07201797
0.0003241764,0.00018914258,0.00076924084,0.0016077711,0.0003220995,0.00037065102,5.5429595e-05,-5.7416287e-06,-0.00038879088,-7.068511e-05,5.7302568e-05,2.7203482e-06,1.0345591e-05
0.0002274559,0.00013271043,0.0005397321,0.0011280803,0.00022599862,0.00026006447,3.8891765e-05,-4.028564e-06,-0.0002727922,-4.9595677e-05,4.020591e-05,1.908716e-06,7.258884e-06
0.00406771,0.0023569867,0.010130315,0.021489933,0.0038962348,0.004606931,0.0005233405,0.0003212235,-0.0050172447,-0.0011347649,0.0005308471,5.885503e-05,-2.9113851e-05
0.4089742,0.28351665,1.1010221,2.298017,0.4381314,0.5498176,0.06674143,0.023211302,-0.5607291,-0.111435436,0.08895128,-0.009315134,-0.012347535
0.017759727,0.011797768,0.04421175,0.090904504,0.01826884,0.020537393,0.0024633377,-0.0019630801,-0.021721907,-0.0031845046,0.0035589233,-0.00012374931,0.0009853661
0.00045063833,0.00026272482,0.0010631711,0.002214749,0.00043552852,0.00050574477,6.6297725e-05,-6.3074303e-06,-0.00055607024,-7.5420045e-05,8.158482e-05,3.0678598e-06,1.2873525e-05
0.00036432728,0.00021708844,0.00089439057,0.0018776862,0.00036583183,0.00043523792,4.7365324e-05,-6.2591057e-06,-0.00045645467,-7.4804615e-05,7.629358e-05,-5.873848e-06,1.4598585e-05
0.11121586,0.081127904,0.27882764,0.61618626,0.1268299,0.13008347,0.02831363,0.01988893,-0.13897318,-0.04498483,0.021732483,0.017641472,0.0032905794
